id,population_sum,density_p_per_km2
NLD.14_1,3582765.75,1174.818214565155
POL.1_1,2984725.75,149.93508659020583
POL.2_1,2104133.25,117.0819246415395
POL.3_1,2499021.25,137.16669199743777
POL.4_1,2154720.25,85.88437197225555
POL.5_1,1010699.0625,72.25634641891338
POL.6_1,3366416.5,222.09567599852434
POL.7_1,5327544.5,149.8236352856245
POL.8_1,991665.75,105.46709584242116
POL.9_1,2133605.5,119.80669207017698
POL.10_1,1194950.0,59.28792328027821
POL.11_1,2303633.75,125.7327706005246
POL.12_1,4567114.5,371.14147238090106
POL.13_1,1269897.5,108.45672335448926
POL.14_1,1457940.125,60.39580808042618
POL.15_1,3479161.0,116.64561159568963
POL.16_1,1726208.5,75.57359722964259
PRT.1_1,690720.625,250.5438697681579
PRT.3_1,146741.296875,14.298376180581439
PRT.4_1,824748.0,304.9969706960281
PRT.5_1,129687.609375,19.659729088978978
PRT.6_1,188306.1875,28.41581984407463
PRT.7_1,416850.96875,104.93185884140327
PRT.8_1,160937.03125,21.768721996598998
PRT.9_1,459859.78125,92.60793756902989
PRT.10_1,152021.625,27.46842206450854
PRT.11_1,464221.125,132.7746769600794
PRT.12_1,2226905.75,806.509359838616
PRT.14_1,112985.4375,18.571409994536307
PRT.15_1,1772259.25,760.771436679784
PRT.16_1,444193.4375,66.13348384469148
PRT.17_1,855017.25,170.28975393976626
PRT.18_1,238090.546875,107.34339644217856
PRT.19_1,197497.0625,45.85185547253729
PRT.20_1,365695.875,72.99810702353979
ROU.1_1,304881.5625,48.83402347390793
ROU.2_1,389185.28125,50.247599275135805
ROU.3_1,554747.6875,81.28415282016871
ROU.4_1,541833.75,81.85579548931503
ROU.5_1,525656.0625,69.64020525618031
ROU.6_1,257003.109375,48.004304611340906
ROU.7_1,359967.125,72.20926024420696
ROU.8_1,497632.625,92.77417406686104
ROU.9_1,281990.15625,59.16461982227982
ROU.10_1,1717034.0,7114.745363898087
ROU.11_1,404327.375,66.26428399571734
ROU.12_1,1620475.125,318.6408636898294
ROU.13_1,258531.703125,30.349817725890787
ROU.14_1,638111.75,95.62865596354597
ROU.15_1,621439.6875,88.09453941641678
ROU.16_1,190081.34375,51.25401264539835
ROU.17_1,473956.3125,116.90853577817342
ROU.18_1,589787.8125,79.61179650419601
ROU.19_1,469852.0625,105.20858605985403
ROU.20_1,268845.90625,75.84911818340983
ROU.21_1,301438.625,53.98521041295465
ROU.22_1,283619.0,42.651165109488275
ROU.23_1,366225.125,51.85553110766288
ROU.24_1,707511.625,129.19988764777938
ROU.25_1,246574.40625,55.356277722370955
ROU.26_1,419890.375,268.5106070152584
ROU.27_1,433582.53125,68.77606144221554
ROU.28_1,219032.734375,44.24107810744886
ROU.29_1,501378.5625,74.68238663579558
ROU.30_1,412682.0,70.05897118440691
ROU.31_1,390581.90625,70.94863622777373
ROU.32_1,685297.375,145.3333172707809
ROU.33_1,200328.578125,51.84412623085431
ROU.34_1,311301.65625,70.45962334623742
ROU.35_1,360054.25,66.28198324724688
ROU.36_1,570003.75,66.64990703489606
ROU.37_1,342334.90625,59.140099934016376
ROU.38_1,637305.125,73.2569020057807
ROU.39_1,184698.984375,21.80791600424943
ROU.40_1,330925.03125,57.400129709167445
ROU.41_1,346860.28125,65.22449169357986
ROU.42_1,300409.625,61.85877671516142
SVK.1_1,663230.5,69.28367489660474
SVK.2_1,606363.4375,300.13241278366047
SVK.3_1,805732.1875,118.94101019686545
SVK.4_1,680253.25,108.31061121471464
SVK.5_1,828230.75,92.39526587255517
SVK.6_1,592671.3125,130.95678433878322
SVK.7_1,559530.75,135.5460900820731
SVK.8_1,689860.9375,100.94830716495542
SVN.1_1,202651.234375,95.50657494206693
SVN.2_1,117928.7734375,51.77387326672868
SVN.3_1,144585.375,54.85566912741338
SVN.4_1,70812.7109375,68.01462423422083
SVN.5_1,52260.89453125,35.99663115266367
SVN.6_1,114925.34375,121.59319570463684
SVN.7_1,559335.0,219.68704441075332
SVN.8_1,320177.1875,150.20010198903543
SVN.9_1,113880.1640625,87.40887539189762
SVN.10_1,258880.875,107.95724114361626
SVN.11_1,69026.1171875,79.76976230555293
SVN.12_1,42183.25390625,160.0652527551842
ESP.1_1,8114519.5,92.69018810658291
ESP.2_1,1308666.875,27.411988996440478
ESP.3_1,566185.9375,106.63420595128055
ESP.4_1,2114627.5,26.612873097706274
ESP.5_1,2399652.0,25.46925464103981
ESP.6_1,7385903.5,230.02262532591973
ESP.7_1,156279.28125,5347.096170150046
ESP.8_1,6399454.0,797.095543297272
ESP.9_1,630362.4375,60.86275430770937
ESP.10_1,4966728.0,213.5240679635654
ESP.11_1,1046383.75,25.131237198759525
ESP.12_1,2581326.75,87.18871257267581
ESP.13_1,1113462.5,221.37539578844883
ESP.15_1,317711.3125,62.92266340634995
ESP.16_1,2067994.625,285.8978314316523
ESP.17_1,1000848.8125,94.39498246337945
ESP.18_1,1470731.0,129.93510740412236
SWE.1_1,152813.984375,51.21795148938185
SWE.2_1,277670.75,9.135406630316997
SWE.3_1,271684.5,13.819972968660732
SWE.4_1,55745.796875,17.517927201981017
SWE.5_1,304488.09375,53.30598771308555
SWE.6_1,125955.1875,2.324414985042493
SWE.7_1,321516.90625,29.02453296760969
SWE.8_1,230484.453125,19.82190697646885
SWE.9_1,189163.046875,20.053386680024005
SWE.10_1,238909.734375,2.2514038769582
SWE.11_1,285992.1875,29.542902156893582
SWE.12_1,441823.125,35.950678363565906
SWE.13_1,1304833.125,115.61767587134628
SWE.14_1,277274.03125,39.384085801900355
SWE.15_1,2211976.0,307.43037574673235
SWE.16_1,340238.71875,45.63952387223426
SWE.17_1,272973.625,12.431546737826588
SWE.18_1,258716.1875,4.3706556862806645
SWE.19_1,234909.6875,10.229952571368115
SWE.20_1,270084.25,39.023469333532724
SWE.21_1,1640693.875,55.258431514186384
GBR.1_1,54301156.0,414.963510611877
GBR.2_1,1844935.25,130.9892398947456
GBR.3_1,5336655.0,67.00462324681585
GBR.4_1,3086552.25,147.69980903634217
ALB.1_1,132730.609375,73.09486137693789
ALB.2_1,127306.359375,48.69921729232744
ALB.3_1,279160.78125,358.0231910201421
ALB.4_1,283764.25,89.59085330412216
ALB.5_1,296722.96875,158.1776610177206
ALB.6_1,65303.28515625,22.53658517413974
ALB.7_1,216692.53125,58.20939553612623
ALB.8_1,81911.25,34.002577571887606
ALB.9_1,137295.8125,82.45956335111686
ALB.10_1,207955.328125,59.324450599151206
ALB.11_1,879408.5625,537.2463294154446
ALB.12_1,181448.609375,68.57646685995671
BIH.1_1,106410.9765625,207.91845891710105
BIH.2_1,2384659.25,92.9326498512254
BIH.3_1,1322458.25,53.11721559475451
MK001,155033.515625,38.16795256310597
MK002,175470.75,49.55785460413567
MK003,224655.3125,62.34871592447673
MK004,179343.453125,64.83315124856992
MK005,232622.984375,47.37861993568433
MK006,325861.8125,133.95211579159638
MK007,172977.21875,74.86229708375406
MK008,619439.3125,342.0567422259682
MNE.1_1,4907.796875,17.003334779708926
MNE.2_1,42735.328125,74.98457478916934
MNE.3_1,33059.26171875,48.86378777884409
MNE.4_1,40885.828125,51.283863317845395
MNE.5_1,19401.375,148.55828957423168
MNE.6_1,16070.1787109375,17.359744249210483
MNE.7_1,19817.0,40.1788325883641
MNE.8_1,25537.59765625,105.36605187551729
MNE.9_1,7663.7724609375,9.246696586900875
MNE.10_1,21917.271484375,85.94055407939148
MNE.11_1,8096.0,23.21793750443642
MNE.12_1,72126.1640625,36.58827426858434
MNE.13_1,12171.0341796875,29.131340333394963
MNE.14_1,28984.109375,21.72602605916116
MNE.15_1,2898.275390625,3.1504543750306495
MNE.16_1,197752.90625,138.60618154177268
MNE.17_1,23451.279296875,63.2450721514041
MNE.18_1,1750.8369140625,3.3261385902631186
MNE.19_1,13905.1943359375,275.4434429952532
MNE.20_1,19283.9375,58.505776704140445
MNE.21_1,3337.0,7.735176579545762
NOR.1_1,585489.6875,118.47514624661771
NOR.2_1,287796.75,68.36162106606791
NOR.3_1,112650.9609375,12.213935426665648
NOR.4_1,273380.4375,18.357132116615063
NOR.5_1,69482.1484375,1.4235425769338963
NOR.6_1,196814.6875,7.168953067666286
NOR.7_1,512567.25,32.893883922432764
NOR.8_1,253292.765625,16.679934609187704
NOR.9_1,135472.453125,5.9621032102539635
NOR.10_1,239178.578125,6.187713960341128
NOR.11_1,190767.578125,7.583550172133022
NOR.12_1,640215.1875,1407.8796689603923
NOR.13_1,465002.9375,50.136517538349516
NOR.14_1,108049.4296875,5.795462734775656
NOR.15_1,312271.21875,16.43528079528251
NOR.16_1,172538.21875,11.266581472246997
NOR.17_1,150796.328125,5.812540886498398
NOR.18_1,178494.125,24.074306229812823
NOR.19_1,244846.984375,108.91057036509146
SRB.1_1,129385.25,35.252156411197205
SRB.2_1,196127.4375,48.605068475243506
SRB.3_1,1528672.25,467.9776544507485
SRB.4_1,204873.796875,73.2039158217155
SRB.5_1,586291.1875,142.84281413886336
SRB.6_1,461630.375,103.26016541137108
SRB.7_1,149735.5,59.36770903893437
SRB.8_1,210771.75,68.12809610538132
SRB.9_1,202328.703125,66.27815671076608
SRB.10_1,367120.46875,133.1871224070801
SRB.11_1,131547.859375,37.551491143553676
SRB.12_1,85730.2890625,32.22043424110921
SRB.13_1,184940.71875,145.97950528650458
SRB.14_1,206336.453125,78.8457796306265
SRB.15_1,229513.796875,85.86992037255732
SRB.16_1,308012.75,79.18859086245483
SRB.17_1,180781.515625,107.03771269983409
SRB.18_1,146594.640625,61.803347023629826
SRB.19_1,207811.421875,60.02468809418642
SRB.20_1,338768.75,96.67629665273832
SRB.21_1,276365.4375,115.82072711211747
SRB.22_1,85830.3671875,37.188098657977356
SRB.23_1,110944.84375,31.765703338726254
SRB.24_1,175106.59375,70.77575598086638
SRB.25_1,270366.90625,43.8709938535857
CHE.1_1,631002.625,458.20427778156227
CHE.2_1,54250.8203125,220.85525178286872
CHE.3_1,16103.4541015625,93.38892624079746
CHE.4_1,285676.8125,562.282287244753
CHE.5_1,174268.28125,5020.76434974227
CHE.6_1,1003296.5625,168.06856202464886
CHE.7_1,306636.40625,182.20348296447827
CHE.8_1,484736.25,1700.3167218544436
CHE.9_1,39821.05859375,57.52185892868429
CHE.10_1,205120.28125,29.021396166155036
CHE.11_1,70937.6640625,85.1938159388763
CHE.12_1,396330.3125,259.60462892786825
CHE.13_1,175817.140625,216.7226031440316
CHE.14_1,38738.4375,145.95069384298333
CHE.15_1,37512.33984375,77.63165099949495
CHE.16_1,494323.90625,247.5620885578059
CHE.17_1,76009.953125,268.8751796298221
CHE.18_1,149598.515625,168.15016530648913
CHE.19_1,260771.46875,330.7495469716894
CHE.20_1,259753.703125,255.83163620535805
CHE.21_1,350490.5,122.79798786748214
CHE.22_1,35330.53125,32.99640742323676
CHE.23_1,342411.03125,65.74669331873714
CHE.24_1,773902.8125,241.34877905195714
CHE.25_1,121326.640625,504.7626805856802
CHE.26_1,1470635.5,846.1868606667254
